Representative 1	Representative 2	Co-expression Pearson r	Representative 2 type	Representative 2 annotation	Functional category
OM-RGC.v2.005348376	OM-RGC.v2.018297766	0.932712841	GC		
OM-RGC.v2.000038520	OM-RGC.v2.000066875	0.932706718	GC		
OM-RGC.v2.022891518	OM-RGC.v2.006346809	0.932681103	GC		
OM-RGC.v2.009475161	OM-RGC.v2.032030435	0.932659696	GC		
OM-RGC.v2.001225828	OM-RGC.v2.000363775	0.932645614	GC		
OM-RGC.v2.000363775	OM-RGC.v2.001225828	0.932645614	GC		
OM-RGC.v2.041873663	OM-RGC.v2.001425282	0.932631822	GC		
OM-RGC.v2.002371337	OM-RGC.v2.013766084	0.932607607	GC		
OM-RGC.v2.013766084	OM-RGC.v2.002371337	0.932607607	GC		
OM-RGC.v2.018212974	OM-RGC.v2.004301001	0.932602625	GC		
OM-RGC.v2.001122449	OM-RGC.v2.001163891	0.93255005	GC		
OM-RGC.v2.001163891	OM-RGC.v2.001122449	0.93255005	GC		
OM-RGC.v2.001519572	OM-RGC.v2.013360926	0.932536801	GC		
OM-RGC.v2.001240449	OM-RGC.v2.002392911	0.93253512	GC		
OM-RGC.v2.002392911	OM-RGC.v2.001240449	0.93253512	GC		
OM-RGC.v2.007856729	OM-RGC.v2.031703343	0.932527269	GC		
OM-RGC.v2.006919077	OM-RGC.v2.035157784	0.932511214	GC		
OM-RGC.v2.001028752	OM-RGC.v2.003205766	0.932458811	GC		
OM-RGC.v2.003205766	OM-RGC.v2.001028752	0.932458811	GC		
OM-RGC.v2.036412910	OM-RGC.v2.004289683	0.932446028	GC		
OM-RGC.v2.039071887	OM-RGC.v2.001425282	0.932441311	GC		
OM-RGC.v2.006668039	OM-RGC.v2.035002680	0.932393948	GC		
OM-RGC.v2.005563991	OM-RGC.v2.024923569	0.932372106	GC		
OM-RGC.v2.044780091	OM-RGC.v2.000707410	0.932348319	GC		
OM-RGC.v2.001721682	OM-RGC.v2.001399620	0.932338123	GC		
OM-RGC.v2.000682960	OM-RGC.v2.010597296	0.932324914	GC		
OM-RGC.v2.035333097	OM-RGC.v2.004570793	0.932303011	GC		
OM-RGC.v2.007935311	OM-RGC.v2.001439705	0.932276083	GC		
OM-RGC.v2.001439705	OM-RGC.v2.007935311	0.932276083	GC		
OM-RGC.v2.000755617	OM-RGC.v2.002162158	0.932273546	GC		
OM-RGC.v2.019223427	OM-RGC.v2.008769222	0.932263151	GC		
OM-RGC.v2.032755647	OM-RGC.v2.029086074	0.932248056	GC		
OM-RGC.v2.029086074	OM-RGC.v2.032755647	0.932248056	GC		
OM-RGC.v2.004107426	OM-RGC.v2.032798370	0.932153305	GC		
OM-RGC.v2.021833173	OM-RGC.v2.000840621	0.932137788	GC		
OM-RGC.v2.034138903	OM-RGC.v2.016051548	0.932125522	GC		
OM-RGC.v2.000629248	OM-RGC.v2.001641471	0.932101693	GC		
OM-RGC.v2.001641471	OM-RGC.v2.000629248	0.932101693	GC		
OM-RGC.v2.023361132	OM-RGC.v2.004866548	0.932083383	GC		
OM-RGC.v2.004866548	OM-RGC.v2.023361132	0.932083383	GC		
OM-RGC.v2.027866704	OM-RGC.v2.042293437	0.932082537	GC		
OM-RGC.v2.031894419	OM-RGC.v2.038437831	0.93207119	GC		
OM-RGC.v2.034144084	OM-RGC.v2.045552189	0.932055793	GC		
OM-RGC.v2.000728801	OM-RGC.v2.000476771	0.932046184	GC		
OM-RGC.v2.025266646	OM-RGC.v2.035723857	0.932039286	GC		
OM-RGC.v2.035805921	OM-RGC.v2.026850240	0.93202586	GC		
OM-RGC.v2.026850240	OM-RGC.v2.035805921	0.93202586	GC		
OM-RGC.v2.009862326	OM-RGC.v2.008446157	0.932023045	GC		
OM-RGC.v2.008877100	OM-RGC.v2.035624896	0.932012654	GC		
OM-RGC.v2.029548988	OM-RGC.v2.002357360	0.931998179	GC		
OM-RGC.v2.016765853	OM-RGC.v2.003307610	0.931982704	GC		
OM-RGC.v2.003307610	OM-RGC.v2.016765853	0.931982704	GC		
OM-RGC.v2.010015064	OM-RGC.v2.013658431	0.931978407	GC		
OM-RGC.v2.027209531	OM-RGC.v2.004846062	0.93197734	GC		
OM-RGC.v2.004846062	OM-RGC.v2.027209531	0.93197734	GC		
OM-RGC.v2.000440400	OM-RGC.v2.000036709	0.931964543	GC		
OM-RGC.v2.000036709	OM-RGC.v2.000440400	0.931964543	GC		
OM-RGC.v2.003718706	OM-RGC.v2.025891820	0.931916251	GC		
OM-RGC.v2.025891820	OM-RGC.v2.003718706	0.931916251	GC		
OM-RGC.v2.008949900	OM-RGC.v2.033489524	0.931913946	GC		
OM-RGC.v2.000122827	OM-RGC.v2.000269607	0.931884881	GC		
OM-RGC.v2.000269607	OM-RGC.v2.000122827	0.931884881	GC		
OM-RGC.v2.009689414	OM-RGC.v2.035384125	0.931883005	GC		
OM-RGC.v2.017364287	OM-RGC.v2.007111897	0.931881013	GC		
OM-RGC.v2.007111897	OM-RGC.v2.017364287	0.931881013	GC		
OM-RGC.v2.030408250	OM-RGC.v2.006262397	0.931806754	GC		
OM-RGC.v2.000522140	OM-RGC.v2.000722159	0.931770593	GC		
OM-RGC.v2.000722159	OM-RGC.v2.000522140	0.931770593	GC		
OM-RGC.v2.006418109	OM-RGC.v2.024014738	0.931758643	GC		
OM-RGC.v2.004860381	OM-RGC.v2.004582274	0.931739639	GC		
OM-RGC.v2.004582274	OM-RGC.v2.004860381	0.931739639	GC		
OM-RGC.v2.001296887	OM-RGC.v2.012056337	0.931713513	GC		
OM-RGC.v2.012056337	OM-RGC.v2.001296887	0.931713513	GC		
OM-RGC.v2.037830416	OM-RGC.v2.045552189	0.931701869	GC		
OM-RGC.v2.034382570	OM-RGC.v2.005175338	0.93169033	GC		
OM-RGC.v2.041701883	OM-RGC.v2.021379594	0.931685995	GC		
OM-RGC.v2.031335376	OM-RGC.v2.000450443	0.931682683	GC		
OM-RGC.v2.010482954	OM-RGC.v2.027310239	0.931680577	GC		
OM-RGC.v2.027310239	OM-RGC.v2.010482954	0.931680577	GC		
OM-RGC.v2.000604204	OM-RGC.v2.001847340	0.931648157	GC		
OM-RGC.v2.023352839	OM-RGC.v2.028260538	0.931641326	GC		
OM-RGC.v2.002856622	OM-RGC.v2.003142901	0.931641125	GC		
OM-RGC.v2.003142901	OM-RGC.v2.002856622	0.931641125	GC		
OM-RGC.v2.043498391	OM-RGC.v2.000981081	0.931624914	GC		
OM-RGC.v2.022730873	OM-RGC.v2.042063653	0.931614331	GC		
OM-RGC.v2.035945192	OM-RGC.v2.003365751	0.93159575	GC		
OM-RGC.v2.007221650	OM-RGC.v2.008781274	0.93158697	GC		
OM-RGC.v2.000092981	OM-RGC.v2.000649831	0.931586649	GC		
OM-RGC.v2.008076770	OM-RGC.v2.005117244	0.931566759	GC		
OM-RGC.v2.005117244	OM-RGC.v2.008076770	0.931566759	GC		
OM-RGC.v2.034777247	OM-RGC.v2.017543678	0.931539871	GC		
OM-RGC.v2.013657276	OM-RGC.v2.009414857	0.931537839	GC		
OM-RGC.v2.001345586	OM-RGC.v2.028295907	0.931535308	GC		
OM-RGC.v2.001819104	OM-RGC.v2.001350913	0.93153239	GC		
OM-RGC.v2.001350913	OM-RGC.v2.001819104	0.93153239	GC		
OM-RGC.v2.031628900	OM-RGC.v2.025790519	0.931496022	GC		
OM-RGC.v2.025790519	OM-RGC.v2.031628900	0.931496022	GC		
OM-RGC.v2.000224425	OM-RGC.v2.016773967	0.931494587	GC		
OM-RGC.v2.010213732	OM-RGC.v2.010769530	0.931490809	GC		
OM-RGC.v2.010769530	OM-RGC.v2.010213732	0.931490809	GC		
OM-RGC.v2.028704675	OM-RGC.v2.019152516	0.93148686	GC		
OM-RGC.v2.019152516	OM-RGC.v2.028704675	0.93148686	GC		
OM-RGC.v2.006013779	OM-RGC.v2.042359277	0.931483793	GC		
OM-RGC.v2.038171850	OM-RGC.v2.022974780	0.931456523	GC		
OM-RGC.v2.022974780	OM-RGC.v2.038171850	0.931456523	GC		
OM-RGC.v2.000538196	OM-RGC.v2.006815772	0.93145358	GC		
OM-RGC.v2.014362037	OM-RGC.v2.011604223	0.931441287	GC		
OM-RGC.v2.011604223	OM-RGC.v2.014362037	0.931441287	GC		
OM-RGC.v2.028853376	OM-RGC.v2.028995747	0.931438909	GC		
OM-RGC.v2.028995747	OM-RGC.v2.028853376	0.931438909	GC		
OM-RGC.v2.008282591	OM-RGC.v2.009043546	0.931420705	GC		
OM-RGC.v2.000017624	OM-RGC.v2.000649831	0.931394325	GC		
OM-RGC.v2.028528888	OM-RGC.v2.026420281	0.931378775	GC		
OM-RGC.v2.032886930	OM-RGC.v2.040610658	0.931376878	GC		
OM-RGC.v2.040610658	OM-RGC.v2.032886930	0.931376878	GC		
OM-RGC.v2.039193925	OM-RGC.v2.026330530	0.931342626	GC		
OM-RGC.v2.032816199	OM-RGC.v2.001611191	0.931337622	GC		
OM-RGC.v2.001611191	OM-RGC.v2.032816199	0.931337622	GC		
OM-RGC.v2.002780241	OM-RGC.v2.001315383	0.931335408	GC		
OM-RGC.v2.008133908	OM-RGC.v2.030985522	0.931305394	GC		
OM-RGC.v2.018440433	OM-RGC.v2.009762760	0.931292463	GC		
OM-RGC.v2.008009121	OM-RGC.v2.000063237	0.931265623	GC		
OM-RGC.v2.012567917	OM-RGC.v2.009012343	0.931256399	GC		
OM-RGC.v2.012771964	OM-RGC.v2.012361303	0.931256253	GC		
OM-RGC.v2.017302501	OM-RGC.v2.042293437	0.931238107	GC		
OM-RGC.v2.015060739	OM-RGC.v2.004552565	0.931220432	GC		
OM-RGC.v2.004552565	OM-RGC.v2.015060739	0.931220432	GC		
OM-RGC.v2.000249277	OM-RGC.v2.035919997	0.931211167	GC		
OM-RGC.v2.006807517	OM-RGC.v2.006454794	0.931202446	GC		
OM-RGC.v2.006454794	OM-RGC.v2.006807517	0.931202446	GC		
OM-RGC.v2.002236333	OM-RGC.v2.002384020	0.93117968	GC		
OM-RGC.v2.013561842	OM-RGC.v2.018896811	0.931170586	GC		
OM-RGC.v2.035077235	OM-RGC.v2.005825027	0.931159888	GC		
OM-RGC.v2.022105821	OM-RGC.v2.026903532	0.931150624	GC		
OM-RGC.v2.011184638	OM-RGC.v2.036435819	0.931146658	GC		
OM-RGC.v2.036435819	OM-RGC.v2.011184638	0.931146658	GC		
OM-RGC.v2.012229201	OM-RGC.v2.005920670	0.931140405	GC		
OM-RGC.v2.005920670	OM-RGC.v2.012229201	0.931140405	GC		
OM-RGC.v2.008801560	OM-RGC.v2.009414857	0.931122221	GC		
OM-RGC.v2.013876785	OM-RGC.v2.005377268	0.931102178	GC		
OM-RGC.v2.023641872	OM-RGC.v2.009687601	0.931102168	GC		
OM-RGC.v2.009687601	OM-RGC.v2.023641872	0.931102168	GC		
OM-RGC.v2.016180903	OM-RGC.v2.030503204	0.931088374	GC		
OM-RGC.v2.012699944	OM-RGC.v2.001264237	0.931081208	GC		
OM-RGC.v2.001264237	OM-RGC.v2.012699944	0.931081208	GC		
OM-RGC.v2.019014166	OM-RGC.v2.016483691	0.931074747	GC		
OM-RGC.v2.023027562	OM-RGC.v2.030071293	0.931012117	GC		
OM-RGC.v2.030071293	OM-RGC.v2.023027562	0.931012117	GC		
OM-RGC.v2.028025385	OM-RGC.v2.009335368	0.931011578	GC		
OM-RGC.v2.009335368	OM-RGC.v2.028025385	0.931011578	GC		
OM-RGC.v2.037261950	OM-RGC.v2.042293437	0.931003892	GC		
OM-RGC.v2.024295797	OM-RGC.v2.028271895	0.930999919	GC		
OM-RGC.v2.009991884	OM-RGC.v2.031948364	0.930998475	GC		
OM-RGC.v2.031948364	OM-RGC.v2.009991884	0.930998475	GC		
OM-RGC.v2.037327239	OM-RGC.v2.041672758	0.930985374	GC		
OM-RGC.v2.021275949	OM-RGC.v2.029765512	0.930981623	GC		
OM-RGC.v2.029765512	OM-RGC.v2.021275949	0.930981623	GC		
OM-RGC.v2.002950617	OM-RGC.v2.005772734	0.9309647	GC		
OM-RGC.v2.037910454	OM-RGC.v2.033722253	0.930960973	GC		
OM-RGC.v2.033722253	OM-RGC.v2.037910454	0.930960973	GC		
OM-RGC.v2.002431043	OM-RGC.v2.000541433	0.930932593	GC		
OM-RGC.v2.000551338	OM-RGC.v2.003556167	0.930925326	GC		
OM-RGC.v2.003556167	OM-RGC.v2.000551338	0.930925326	GC		
OM-RGC.v2.035240069	OM-RGC.v2.041701883	0.93091487	GC		
OM-RGC.v2.001964731	OM-RGC.v2.037190802	0.930888087	GC		
OM-RGC.v2.032519715	OM-RGC.v2.008077836	0.930887265	GC		
OM-RGC.v2.029083419	OM-RGC.v2.006889331	0.930875681	GC		
OM-RGC.v2.037217752	OM-RGC.v2.001611191	0.930837723	GC		
OM-RGC.v2.027081839	OM-RGC.v2.030869654	0.93081716	GC		
OM-RGC.v2.001841454	OM-RGC.v2.000259833	0.930816677	GC		
OM-RGC.v2.029974595	OM-RGC.v2.009475161	0.930804522	GC		
OM-RGC.v2.037812034	OM-RGC.v2.006390221	0.930776804	GC		
OM-RGC.v2.006390221	OM-RGC.v2.037812034	0.930776804	GC		
OM-RGC.v2.008433566	OM-RGC.v2.000849950	0.930771532	GC		
OM-RGC.v2.000849950	OM-RGC.v2.008433566	0.930771532	GC		
OM-RGC.v2.000636952	OM-RGC.v2.016770104	0.930755236	GC		
OM-RGC.v2.016770104	OM-RGC.v2.000636952	0.930755236	GC		
OM-RGC.v2.008159269	OM-RGC.v2.011527997	0.930730577	GC		
OM-RGC.v2.010607361	OM-RGC.v2.002584776	0.93071238	GC		
OM-RGC.v2.019073284	OM-RGC.v2.002413636	0.930673938	GC		
OM-RGC.v2.030487051	OM-RGC.v2.003684096	0.930660599	GC		
OM-RGC.v2.013462812	OM-RGC.v2.003297376	0.930658935	GC		
OM-RGC.v2.039585588	OM-RGC.v2.007689814	0.930658739	GC		
OM-RGC.v2.001272405	OM-RGC.v2.014211550	0.930644918	GC		
OM-RGC.v2.014211550	OM-RGC.v2.001272405	0.930644918	GC		
OM-RGC.v2.036105114	OM-RGC.v2.027540826	0.930636148	GC		
OM-RGC.v2.027540826	OM-RGC.v2.036105114	0.930636148	GC		
OM-RGC.v2.037019612	OM-RGC.v2.036530707	0.930628177	GC		
OM-RGC.v2.036530707	OM-RGC.v2.037019612	0.930628177	GC		
OM-RGC.v2.011659494	OM-RGC.v2.011767693	0.930545576	GC		
OM-RGC.v2.035830261	OM-RGC.v2.041120672	0.930542509	GC		
OM-RGC.v2.041120672	OM-RGC.v2.035830261	0.930542509	GC		
OM-RGC.v2.033693794	OM-RGC.v2.028828136	0.930528316	GC		
OM-RGC.v2.028828136	OM-RGC.v2.033693794	0.930528316	GC		
OM-RGC.v2.006427889	OM-RGC.v2.006428037	0.930524083	GC		
OM-RGC.v2.031043271	OM-RGC.v2.025012509	0.93050779	GC		
OM-RGC.v2.033089921	OM-RGC.v2.031756418	0.9304865	GC		
OM-RGC.v2.035662541	OM-RGC.v2.032495675	0.930479679	GC		
OM-RGC.v2.039514737	OM-RGC.v2.005163683	0.930470719	GC		
OM-RGC.v2.005163683	OM-RGC.v2.039514737	0.930470719	GC		
OM-RGC.v2.000340058	OM-RGC.v2.021023005	0.930448366	GC		
OM-RGC.v2.017217285	OM-RGC.v2.007299049	0.930433645	GC		
OM-RGC.v2.007299049	OM-RGC.v2.017217285	0.930433645	GC		
OM-RGC.v2.017667622	OM-RGC.v2.025015657	0.930433452	GC		
OM-RGC.v2.032534242	OM-RGC.v2.038161895	0.930430127	GC		
OM-RGC.v2.041578635	OM-RGC.v2.032030435	0.930412451	GC		
OM-RGC.v2.032150512	OM-RGC.v2.010015064	0.930377634	GC		
OM-RGC.v2.016479614	OM-RGC.v2.033230567	0.930364139	GC		
OM-RGC.v2.020535746	OM-RGC.v2.002584776	0.930333909	GC		
OM-RGC.v2.027419072	OM-RGC.v2.000363775	0.930323281	GC		
OM-RGC.v2.015756489	OM-RGC.v2.006793150	0.930316921	GC		
OM-RGC.v2.000619126	OM-RGC.v2.008877100	0.93028399	GC		
OM-RGC.v2.031216751	OM-RGC.v2.006389510	0.930279659	GC		
OM-RGC.v2.001602420	OM-RGC.v2.004647012	0.930275258	GC		
OM-RGC.v2.004647012	OM-RGC.v2.001602420	0.930275258	GC		
OM-RGC.v2.032811633	OM-RGC.v2.001055567	0.930259281	GC		
OM-RGC.v2.034021220	OM-RGC.v2.000409926	0.930195647	GC		
OM-RGC.v2.006312142	OM-RGC.v2.039833720	0.930189364	GC		
OM-RGC.v2.001396979	OM-RGC.v2.011497630	0.930171843	GC		
OM-RGC.v2.011497630	OM-RGC.v2.001396979	0.930171843	GC		
OM-RGC.v2.001466184	OM-RGC.v2.002270922	0.930161755	GC		
OM-RGC.v2.037080716	OM-RGC.v2.028528888	0.930157209	GC		
OM-RGC.v2.001516017	OM-RGC.v2.000461655	0.930154833	GC		
OM-RGC.v2.000461655	OM-RGC.v2.001516017	0.930154833	GC		
OM-RGC.v2.042388415	OM-RGC.v2.029749007	0.930147592	GC		
OM-RGC.v2.000246752	OM-RGC.v2.000660230	0.930131283	GC		
OM-RGC.v2.010320205	OM-RGC.v2.029363320	0.930087009	GC		
OM-RGC.v2.029363320	OM-RGC.v2.010320205	0.930087009	GC		
OM-RGC.v2.001547828	OM-RGC.v2.001600808	0.930024627	GC		
OM-RGC.v2.022293839	OM-RGC.v2.037910454	0.930012483	GC		
OM-RGC.v2.008227222	OM-RGC.v2.013657276	0.929990396	GC		
OM-RGC.v2.006597405	OM-RGC.v2.032384278	0.929975535	GC		
OM-RGC.v2.032384278	OM-RGC.v2.006597405	0.929975535	GC		
OM-RGC.v2.001534619	OM-RGC.v2.015710917	0.929961207	GC		
OM-RGC.v2.004735093	OM-RGC.v2.004669878	0.929959614	GC		
OM-RGC.v2.004669878	OM-RGC.v2.004735093	0.929959614	GC		
OM-RGC.v2.028270176	OM-RGC.v2.018699940	0.929953555	GC		
OM-RGC.v2.018699940	OM-RGC.v2.028270176	0.929953555	GC		
OM-RGC.v2.000887183	OM-RGC.v2.001233467	0.929948366	GC		
OM-RGC.v2.008953209	OM-RGC.v2.042524156	0.929944005	GC		
OM-RGC.v2.035245039	OM-RGC.v2.023429938	0.929932972	GC		
OM-RGC.v2.015862470	OM-RGC.v2.004193938	0.929907366	GC		
OM-RGC.v2.024615385	OM-RGC.v2.016674399	0.929898692	GC		
OM-RGC.v2.035239508	OM-RGC.v2.037594382	0.929861304	GC		
OM-RGC.v2.001232448	OM-RGC.v2.004846062	0.929851429	GC		
OM-RGC.v2.000092108	OM-RGC.v2.009480368	0.929834949	GC		
OM-RGC.v2.009480368	OM-RGC.v2.000092108	0.929834949	GC		
OM-RGC.v2.015141295	OM-RGC.v2.019068816	0.929817633	GC		
OM-RGC.v2.003786334	OM-RGC.v2.002634773	0.929796759	GC		
OM-RGC.v2.001417816	OM-RGC.v2.002568928	0.929777698	GC		
OM-RGC.v2.001469202	OM-RGC.v2.000580200	0.929767535	GC		
OM-RGC.v2.001534195	OM-RGC.v2.012056337	0.9297326	GC		
OM-RGC.v2.006061552	OM-RGC.v2.007812811	0.929721717	GC		
OM-RGC.v2.038102647	OM-RGC.v2.005598081	0.92968747	GC		
OM-RGC.v2.030395676	OM-RGC.v2.024103499	0.929664972	GC		
OM-RGC.v2.030344565	OM-RGC.v2.030401147	0.929660863	GC		
OM-RGC.v2.042736785	OM-RGC.v2.002584776	0.929660658	GC		
OM-RGC.v2.013196786	OM-RGC.v2.025891820	0.929637723	GC		
OM-RGC.v2.008646621	OM-RGC.v2.040457209	0.929615622	GC		
OM-RGC.v2.003681693	OM-RGC.v2.014199924	0.929560475	GC		
OM-RGC.v2.014199924	OM-RGC.v2.003681693	0.929560475	GC		
OM-RGC.v2.004476640	OM-RGC.v2.003972647	0.929552253	GC		
OM-RGC.v2.003972647	OM-RGC.v2.004476640	0.929552253	GC		
OM-RGC.v2.002511510	OM-RGC.v2.021833173	0.929531091	GC		
OM-RGC.v2.018647449	OM-RGC.v2.040908226	0.92953078	GC		
OM-RGC.v2.040908226	OM-RGC.v2.018647449	0.92953078	GC		
OM-RGC.v2.011290254	OM-RGC.v2.035157784	0.929530434	GC		
OM-RGC.v2.033719169	OM-RGC.v2.039909880	0.929520066	GC		
OM-RGC.v2.019637639	OM-RGC.v2.027353382	0.92950354	GC		
OM-RGC.v2.027353382	OM-RGC.v2.019637639	0.92950354	GC		
OM-RGC.v2.006630711	OM-RGC.v2.035044010	0.929503331	GC		
OM-RGC.v2.035044010	OM-RGC.v2.006630711	0.929503331	GC		
OM-RGC.v2.014039896	OM-RGC.v2.010498497	0.92948912	GC		
OM-RGC.v2.010498497	OM-RGC.v2.014039896	0.92948912	GC		
OM-RGC.v2.020471955	OM-RGC.v2.006538112	0.929481398	GC		
OM-RGC.v2.006538112	OM-RGC.v2.020471955	0.929481398	GC		
OM-RGC.v2.032946904	OM-RGC.v2.019751009	0.929475054	GC		
OM-RGC.v2.036527142	OM-RGC.v2.016483691	0.929440665	GC		
OM-RGC.v2.011277439	OM-RGC.v2.031347237	0.929425305	GC		
OM-RGC.v2.031347237	OM-RGC.v2.011277439	0.929425305	GC		
OM-RGC.v2.003970357	OM-RGC.v2.010230084	0.929374444	GC		
OM-RGC.v2.022576386	OM-RGC.v2.034825274	0.929357952	GC		
OM-RGC.v2.037502951	OM-RGC.v2.037517130	0.929357532	GC		
OM-RGC.v2.000070936	OM-RGC.v2.038675271	0.929356665	GC		
OM-RGC.v2.038675271	OM-RGC.v2.000070936	0.929356665	GC		
OM-RGC.v2.041989072	OM-RGC.v2.042866064	0.929346024	GC		
OM-RGC.v2.042866064	OM-RGC.v2.041989072	0.929346024	GC		
OM-RGC.v2.000967882	OM-RGC.v2.028171080	0.92928795	GC		
OM-RGC.v2.004846615	OM-RGC.v2.028735393	0.929260631	GC		
OM-RGC.v2.028735393	OM-RGC.v2.004846615	0.929260631	GC		
OM-RGC.v2.024548621	OM-RGC.v2.004454438	0.929256385	GC		
OM-RGC.v2.006062711	OM-RGC.v2.019131188	0.929223733	GC		
OM-RGC.v2.000035627	OM-RGC.v2.000016874	0.92920993	GC		
OM-RGC.v2.002371477	OM-RGC.v2.005457929	0.929200309	GC		
OM-RGC.v2.005457929	OM-RGC.v2.002371477	0.929200309	GC		
OM-RGC.v2.028027460	OM-RGC.v2.036644781	0.929125414	GC		
OM-RGC.v2.000589052	OM-RGC.v2.006828552	0.929118903	GC		
OM-RGC.v2.006828552	OM-RGC.v2.000589052	0.929118903	GC		
OM-RGC.v2.008133513	OM-RGC.v2.000967882	0.929100892	GC		
OM-RGC.v2.008019539	OM-RGC.v2.002127478	0.929099269	GC		
OM-RGC.v2.018177067	OM-RGC.v2.029396124	0.929062447	GC		
OM-RGC.v2.001175894	OM-RGC.v2.001923166	0.929061672	GC		
OM-RGC.v2.001923166	OM-RGC.v2.001175894	0.929061672	GC		
OM-RGC.v2.019324867	OM-RGC.v2.001611191	0.929055631	GC		
OM-RGC.v2.011442869	OM-RGC.v2.020980590	0.929053811	GC		
OM-RGC.v2.020980590	OM-RGC.v2.011442869	0.929053811	GC		
OM-RGC.v2.000525391	OM-RGC.v2.000386855	0.929050349	GC		
OM-RGC.v2.000386855	OM-RGC.v2.000525391	0.929050349	GC		
OM-RGC.v2.002368531	OM-RGC.v2.006646824	0.929040213	GC		
OM-RGC.v2.006646824	OM-RGC.v2.002368531	0.929040213	GC		
OM-RGC.v2.006550077	OM-RGC.v2.008801560	0.929031913	GC		
OM-RGC.v2.007485855	OM-RGC.v2.015285190	0.929026319	GC		
OM-RGC.v2.015285190	OM-RGC.v2.007485855	0.929026319	GC		
OM-RGC.v2.024258827	OM-RGC.v2.025807142	0.929025974	GC		
OM-RGC.v2.000070265	OM-RGC.v2.000022704	0.92898951	GC		
OM-RGC.v2.000022704	OM-RGC.v2.000070265	0.92898951	GC		
OM-RGC.v2.040380321	OM-RGC.v2.034138903	0.928967952	GC		
OM-RGC.v2.040258833	OM-RGC.v2.009181897	0.928961131	GC		
OM-RGC.v2.001625556	OM-RGC.v2.001516017	0.928953339	GC		
OM-RGC.v2.005133570	OM-RGC.v2.040807028	0.928948882	GC		
OM-RGC.v2.029457518	OM-RGC.v2.036393927	0.928948287	GC		
OM-RGC.v2.014813174	OM-RGC.v2.009352822	0.928923366	GC		
OM-RGC.v2.018811269	OM-RGC.v2.008750709	0.928921348	GC		
OM-RGC.v2.008750709	OM-RGC.v2.018811269	0.928921348	GC		
OM-RGC.v2.037068618	OM-RGC.v2.027612311	0.928911607	GC		
OM-RGC.v2.027612311	OM-RGC.v2.037068618	0.928911607	GC		
OM-RGC.v2.008778332	OM-RGC.v2.005772734	0.928890676	GC		
OM-RGC.v2.039985205	OM-RGC.v2.043649812	0.928888149	GC		
OM-RGC.v2.043649812	OM-RGC.v2.039985205	0.928888149	GC		
OM-RGC.v2.014381850	OM-RGC.v2.003297376	0.928876089	GC		
OM-RGC.v2.000493318	OM-RGC.v2.015801759	0.928862139	GC		
OM-RGC.v2.037812846	OM-RGC.v2.002817035	0.928852877	GC		
OM-RGC.v2.008370718	OM-RGC.v2.005717258	0.928849475	GC		
OM-RGC.v2.004235561	OM-RGC.v2.000580870	0.928842237	GC		
OM-RGC.v2.000580870	OM-RGC.v2.004235561	0.928842237	GC		
OM-RGC.v2.004302367	OM-RGC.v2.002008729	0.928819746	GC		
OM-RGC.v2.013244089	OM-RGC.v2.029243379	0.92880108	GC		
OM-RGC.v2.005609418	OM-RGC.v2.000449046	0.928761079	GC		
OM-RGC.v2.000449046	OM-RGC.v2.005609418	0.928761079	GC		
OM-RGC.v2.045467044	OM-RGC.v2.036216913	0.928733486	GC		
OM-RGC.v2.000159066	OM-RGC.v2.000063417	0.928717083	GC		
OM-RGC.v2.000063417	OM-RGC.v2.000159066	0.928717083	GC		
OM-RGC.v2.042950226	OM-RGC.v2.042293437	0.928712647	GC		
OM-RGC.v2.003757123	OM-RGC.v2.013301771	0.928675445	GC		
OM-RGC.v2.040822533	OM-RGC.v2.010597296	0.928660184	GC		
OM-RGC.v2.022705516	OM-RGC.v2.000608713	0.928606284	GC		
OM-RGC.v2.029996601	OM-RGC.v2.021075261	0.928577918	GC		
OM-RGC.v2.021075261	OM-RGC.v2.029996601	0.928577918	GC		
OM-RGC.v2.039522594	OM-RGC.v2.000723545	0.928572724	GC		
OM-RGC.v2.032500689	OM-RGC.v2.039591456	0.928569796	GC		
OM-RGC.v2.039591456	OM-RGC.v2.032500689	0.928569796	GC		
OM-RGC.v2.000587452	OM-RGC.v2.000522140	0.928568352	GC		
OM-RGC.v2.024926562	OM-RGC.v2.002270922	0.928529661	GC		
OM-RGC.v2.036939549	OM-RGC.v2.010364577	0.928529388	GC		
OM-RGC.v2.031773765	OM-RGC.v2.015801759	0.928517576	GC		
OM-RGC.v2.004040309	OM-RGC.v2.016483691	0.92850441	GC		
OM-RGC.v2.030040275	OM-RGC.v2.008009131	0.928486397	GC		
OM-RGC.v2.027657376	OM-RGC.v2.030127582	0.928485697	GC		
OM-RGC.v2.000310185	OM-RGC.v2.019912459	0.928478347	GC		
OM-RGC.v2.019912459	OM-RGC.v2.000310185	0.928478347	GC		
OM-RGC.v2.016056435	OM-RGC.v2.005348376	0.928477612	GC		
OM-RGC.v2.002740093	OM-RGC.v2.040027140	0.928463814	GC		
OM-RGC.v2.030237130	OM-RGC.v2.037890906	0.928439778	GC		
OM-RGC.v2.037890906	OM-RGC.v2.030237130	0.928439778	GC		
OM-RGC.v2.038237785	OM-RGC.v2.002068392	0.928424916	GC		
OM-RGC.v2.003392096	OM-RGC.v2.001233467	0.928404428	GC		
OM-RGC.v2.000349693	OM-RGC.v2.010369092	0.928380512	GC		
